person_id,loan_id,cb_id,person_id,person_age,person_income,person_home_ownership,person_emp_length,loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_id,cb_person_default_on_file,cb_person_cred_hist_length
c7oX7oWG-4sj1,mLhRmSUc-UsTE,xTUl8XZ0-2chf,c7oX7oWG-4sj1,54,154000,Mortgage,1,mLhRmSUc-UsTE,Personal,B,12000,12.69,0,0.08,xTUl8XZ0-2chf,N,26
wMaPDqtY-cMTB,8b67trl0-OmcG,uaQNg57i-GpaK,wMaPDqtY-cMTB,26,96000,Rent,2,8b67trl0-OmcG,Homeimprovement,A,1750,6.54,0,0.02,uaQNg57i-GpaK,N,2
k9yN0XhB-mOhY,npYpRPsF-7TUf,f5aoiDdb-J2kK,k9yN0XhB-mOhY,22,108000,Rent,6,npYpRPsF-7TUf,Education,B,28000,NULL,1,0.26,f5aoiDdb-J2kK,N,4
9FDLodgY-Lpzf,H9LosMN1-QPaH,87qA8hsK-BDXZ,9FDLodgY-Lpzf,23,60000,Own,2,H9LosMN1-QPaH,Medical,D,18500,15.33,0,0.31,87qA8hsK-BDXZ,N,2
KQ3KlXJd-Z1e2,9f45oO89-3PrT,2oy4h5yt-GLzB,KQ3KlXJd-Z1e2,32,73000,Mortgage,7,9f45oO89-3PrT,Personal,C,4750,13.11,1,0.07,2oy4h5yt-GLzB,Y,9
RXHO20XK-84oy,Ymf4ftlw-AQtB,i04ElEjn-YrOf,RXHO20XK-84oy,25,27600,Rent,2,Ymf4ftlw-AQtB,Medical,B,7000,9.76,0,0.25,i04ElEjn-YrOf,N,4
KPTJXQoI-j38c,aP5pfzqg-xor5,CnOlecuH-MCjx,KPTJXQoI-j38c,26,110000,Mortgage,0,aP5pfzqg-xor5,Venture,A,15600,6.17,0,0.14,CnOlecuH-MCjx,N,4
tbH6LWOU-T50M,tXPHY11i-ixNO,Gu5I5LQE-MkND,tbH6LWOU-T50M,34,84000,Rent,3,tXPHY11i-ixNO,Education,A,9000,5.79,0,0.11,Gu5I5LQE-MkND,N,10
dp9O0OvK-Lr6a,9HclnAUb-HoAS,iuWeMFk1-779a,dp9O0OvK-Lr6a,36,37008,Rent,8,9HclnAUb-HoAS,Venture,C,6000,14.79,0,0.16,iuWeMFk1-779a,Y,14
Hds7B4Mo-233B,Zq8xAYco-iZXA,p0YYjhhN-UeAT,Hds7B4Mo-233B,24,80000,Rent,5,Zq8xAYco-iZXA,Venture,B,10000,11.14,0,0.13,p0YYjhhN-UeAT,N,4
MePF4N1v-htWc,SesvvUwT-KIzR,a8A6qqrs-i0F9,MePF4N1v-htWc,26,32000,Rent,1,SesvvUwT-KIzR,Venture,C,7500,13.79,0,0.23,a8A6qqrs-i0F9,N,3
4hphkPo9-YqDc,5Gl11Sdq-ArRp,wgunoKp5-k5FR,4hphkPo9-YqDc,31,46992,Rent,1,5Gl11Sdq-ArRp,Medical,B,11000,11.14,0,0.23,wgunoKp5-k5FR,N,9
oArD4oX7-F4ZW,fARXrroz-2fp0,M4jwbCR2-S0RQ,oArD4oX7-F4ZW,23,25200,Rent,7,fARXrroz-2fp0,Education,B,7200,11.86,1,0.29,M4jwbCR2-S0RQ,N,4
2qL2TpcA-3UO0,LoQ6fSUb-Oz9B,yyxAqFSr-rcKu,2qL2TpcA-3UO0,26,108000,Mortgage,4,LoQ6fSUb-Oz9B,Personal,A,9000,5.79,0,0.08,yyxAqFSr-rcKu,N,2
Joezq1nK-2tgU,iFX2O6WD-WpWs,pGvzqlN4-IT6G,Joezq1nK-2tgU,28,77544,Mortgage,2,iFX2O6WD-WpWs,Personal,E,15000,16.63,0,0.19,pGvzqlN4-IT6G,Y,5
NiuaKa9Y-w0Hs,1iPuEryI-dSA1,bCnFP2Ux-4XLZ,NiuaKa9Y-w0Hs,28,61500,Rent,1,1iPuEryI-dSA1,Homeimprovement,B,4000,10.95,0,0.07,bCnFP2Ux-4XLZ,N,8
LLjwntfQ-c44w,MX5tKFZx-w71A,RbbigFod-syks,LLjwntfQ-c44w,25,112000,Rent,7,MX5tKFZx-w71A,Debtconsolidation,B,5000,10.25,0,0.04,RbbigFod-syks,N,3
guFdcytZ-qpxP,RYDNSh6F-uKnJ,YUSJvJ6Z-Z1dH,guFdcytZ-qpxP,29,33996,Rent,11,RYDNSh6F-uKnJ,Education,C,4000,13.47,1,0.12,YUSJvJ6Z-Z1dH,N,7
yBfoLC8z-GQDo,oDearF6M-xmwb,nvBm4Q9J-i1iu,yBfoLC8z-GQDo,23,48000,Rent,3,oDearF6M-xmwb,Debtconsolidation,A,8000,8.49,0,0.17,nvBm4Q9J-i1iu,N,2
ENljx3LO-IwEL,nicQj109-ARg0,OIMuab69-ZP6z,ENljx3LO-IwEL,22,20400,Rent,NULL,nicQj109-ARg0,Personal,B,5000,12.42,0,0.25,OIMuab69-ZP6z,N,2
TenczLdH-GbAY,X75IPvzb-zEnl,wHtKRCa0-NR75,TenczLdH-GbAY,21,24996,Rent,2,X75IPvzb-zEnl,Education,E,5000,16.45,1,0.2,wHtKRCa0-NR75,N,4
yrL27Gzn-imvW,zjwERmLe-r97O,uQdCArAk-ISO3,yrL27Gzn-imvW,31,65000,Mortgage,3,zjwERmLe-r97O,Debtconsolidation,A,10000,11.03,NULL,NULL,uQdCArAk-ISO3,N,3
CGr8LFPX-mxsF,QnYsidO9-QwXr,ifl4LsqP-5tir,CGr8LFPX-mxsF,29,48000,Rent,1,QnYsidO9-QwXr,Medical,A,8800,8.49,0,0.18,ifl4LsqP-5tir,N,9
bBQ5Z3rA-gKO8,GAHXYPMA-LS0k,NkOhYI4T-FjWf,bBQ5Z3rA-gKO8,49,70872,Mortgage,4,GAHXYPMA-LS0k,Debtconsolidation,D,15000,14.84,1,0.21,NkOhYI4T-FjWf,N,11
XRGm3xFB-jfLh,jh3UFgWu-4Zfg,xqrCUZOz-3Q5O,XRGm3xFB-jfLh,32,45000,Rent,3,jh3UFgWu-4Zfg,Education,C,3000,12.61,0,0.07,xqrCUZOz-3Q5O,Y,8
Rb8k12Zq-S58b,L88dgHTW-gh06,JyLwW0Ov-t1oB,Rb8k12Zq-S58b,27,24000,Rent,2,L88dgHTW-gh06,Medical,A,1450,NULL,0,0.06,JyLwW0Ov-t1oB,N,9
AplH4Lwm-gyYK,H7WZlXS5-Rjyu,rZoiEpPc-bciv,AplH4Lwm-gyYK,25,90000,Mortgage,7,H7WZlXS5-Rjyu,Debtconsolidation,A,6000,7.14,0,0.07,rZoiEpPc-bciv,N,3
H466DrPK-BqOO,2HTeK8qK-KzCz,82LziRGb-kp5b,H466DrPK-BqOO,26,60000,Rent,5,2HTeK8qK-KzCz,Venture,C,3000,15.62,0,0.05,82LziRGb-kp5b,N,2
qOcqMw7e-cSEm,KZ88A61W-pFpI,uDYkqUoH-hRNe,qOcqMw7e-cSEm,24,60000,Rent,8,KZ88A61W-pFpI,Personal,D,20000,13.87,1,0.33,uDYkqUoH-hRNe,N,4
CZWcNgWA-kbk4,MjTNYsmN-6qBc,FxGG9RvP-Le3z,CZWcNgWA-kbk4,26,87000,Mortgage,9,MjTNYsmN-6qBc,Debtconsolidation,C,25000,12.73,0,0.29,FxGG9RvP-Le3z,N,2
mvkJyvGc-yYuw,h0oDhLmM-OrEm,IKk1KTWI-y4IG,mvkJyvGc-yYuw,22,54000,Rent,4,h0oDhLmM-OrEm,Debtconsolidation,C,9000,15.96,0,0.17,IKk1KTWI-y4IG,Y,3
JUFNPjwk-aC8W,5ojlBSwG-GKI8,43JjwnEd-i6oe,JUFNPjwk-aC8W,30,30000,Rent,1,5ojlBSwG-GKI8,Personal,B,14500,NULL,1,0.48,43JjwnEd-i6oe,N,8
dlUWseIw-3E6Q,5YG4x7QJ-GMeb,6Fj8vXlH-elw6,dlUWseIw-3E6Q,29,92250,Rent,2,5YG4x7QJ-GMeb,Medical,B,13000,10.99,0,0.14,6Fj8vXlH-elw6,N,9
LTD2XdcS-ZCv4,ob9Yrlfi-Ocpc,iBDB52Wo-4WAb,LTD2XdcS-ZCv4,24,65000,Mortgage,6,ob9Yrlfi-Ocpc,Personal,B,11000,11.49,0,0.17,iBDB52Wo-4WAb,N,2
zn8LhRLc-wIDj,pYfbz0UP-4SO3,vpOxBbKR-FeMn,zn8LhRLc-wIDj,38,35000,Rent,5,pYfbz0UP-4SO3,Venture,D,5000,15.37,0,0.14,vpOxBbKR-FeMn,Y,14
HNN6Grnl-fknG,NuXchJo0-2dX5,qBFrloUA-XKUB,HNN6Grnl-fknG,24,75000,Mortgage,9,NuXchJo0-2dX5,Homeimprovement,A,11500,5.42,0,0.15,qBFrloUA-XKUB,N,2
veRNJgmL-xCSy,FbzhMvqY-Z4Wj,pUFPe05Z-xXr7,veRNJgmL-xCSy,24,60000,Own,9,FbzhMvqY-Z4Wj,Homeimprovement,B,15000,11.83,0,0.25,pUFPe05Z-xXr7,N,3
uYsLkgLc-OwH6,2Wht0eH9-fbh7,piKhYvXC-6Nw7,uYsLkgLc-OwH6,41,55000,Rent,9,2Wht0eH9-fbh7,Debtconsolidation,B,12000,12.53,0,0.22,piKhYvXC-6Nw7,N,15
fxooxxAu-CqDE,t08n6DGE-DQFJ,HCq3BaR3-I6BZ,fxooxxAu-CqDE,34,47818,Rent,9,t08n6DGE-DQFJ,Medical,A,6800,6.92,0,0.14,HCq3BaR3-I6BZ,N,9
QbDjdC0d-K9os,q8JDBA2h-xJBS,eYAAbrxl-QUdH,QbDjdC0d-K9os,24,70000,Mortgage,9,q8JDBA2h-xJBS,Debtconsolidation,B,12000,11.36,0,0.17,eYAAbrxl-QUdH,N,4
w3IPOuJk-kZCD,YbHR0abC-5BuX,8flcEvDn-5FMq,w3IPOuJk-kZCD,26,36996,Rent,8,YbHR0abC-5BuX,Personal,C,9600,11.97,0,0.26,8flcEvDn-5FMq,Y,4
DHFQCaZ6-efIB,8KwoXehU-8ihO,3lC5fUi0-vSJ6,DHFQCaZ6-efIB,22,41000,Mortgage,6,8KwoXehU-8ihO,Homeimprovement,A,7000,7.9,1,0.17,3lC5fUi0-vSJ6,N,2
9BpO8xuX-7q7L,lMQCPF2K-Dgod,HgQFR9vA-fMWf,9BpO8xuX-7q7L,29,38000,Mortgage,NULL,lMQCPF2K-Dgod,Education,A,15000,11.12,0,NULL,HgQFR9vA-fMWf,N,3
exEj5bXk-YT8D,RlCCEsvx-hwGv,mWTOyK83-cCaQ,exEj5bXk-YT8D,24,15000,Rent,0,RlCCEsvx-hwGv,Education,C,2100,13.11,0,0.14,mWTOyK83-cCaQ,Y,4
RKAi5Bpd-A2hG,xCzzcOkC-USuW,uADkJvTT-nGkW,RKAi5Bpd-A2hG,36,45600,Mortgage,6,xCzzcOkC-USuW,Medical,C,10000,13.49,0,0.22,uADkJvTT-nGkW,N,16
vbwEfJTD-LdID,6ABpkht2-SdCN,CE0NeKdg-IICE,vbwEfJTD-LdID,35,52000,Rent,2,6ABpkht2-SdCN,Medical,B,3000,11.48,0,0.06,CE0NeKdg-IICE,N,7
aaSP1Xil-OP6X,G259FJUJ-h14W,YyR2OkF3-K5fI,aaSP1Xil-OP6X,41,60000,,4,G259FJUJ-h14W,,B,34000,17.58,1,0.52,YyR2OkF3-K5fI,N,4
iHar8HN7-1YkN,XqGa4BKn-WWe1,Sfj6mx0T-ixdS,iHar8HN7-1YkN,21,45000,Rent,3,XqGa4BKn-WWe1,Personal,A,7200,9.38,0,0.16,Sfj6mx0T-ixdS,N,4
4r0gkvs0-1A9y,mj1m2ex4-dikh,kQnkKSED-jJkb,4r0gkvs0-1A9y,26,85000,Mortgage,8,mj1m2ex4-dikh,Medical,A,15000,7.88,0,0.18,kQnkKSED-jJkb,N,4
1Y8Ek92d-n4Il,giSkG8vR-qaxi,EiCh2wTH-uRs0,1Y8Ek92d-n4Il,23,66912,Mortgage,7,giSkG8vR-qaxi,Personal,C,16000,12.73,0,0.24,EiCh2wTH-uRs0,N,3
bRYeof0L-cqHI,0T2YFLWb-IZze,0Y1a64ag-4RLW,bRYeof0L-cqHI,30,100000,Rent,13,0T2YFLWb-IZze,Debtconsolidation,A,12000,7.88,0,0.12,0Y1a64ag-4RLW,N,9
BhJ6Hi7u-hQSR,I3F20UdJ-MmRz,zyvFQhMY-yK0c,BhJ6Hi7u-hQSR,30,60000,Rent,4,I3F20UdJ-MmRz,Personal,B,12000,10.99,0,0.2,zyvFQhMY-yK0c,N,10
8OfZ06xM-pjmi,ohMpzXOX-JNbR,8FSX192n-7XWb,8OfZ06xM-pjmi,36,37000,Mortgage,5,ohMpzXOX-JNbR,Medical,E,3000,18.39,1,0.08,8FSX192n-7XWb,Y,15
YMB1FWwe-bQ5H,3nWiB3gK-oN4R,GNyRaC4o-3lp4,YMB1FWwe-bQ5H,29,NULL,Mortgage,13,3nWiB3gK-oN4R,Personal,,15000,15.58,1,0.19,GNyRaC4o-3lp4,Y,4
rgHUJv2L-6UqX,Dvfl8eFj-9O2N,ElwCZI3i-Zedp,rgHUJv2L-6UqX,21,45000,Rent,3,Dvfl8eFj-9O2N,Medical,B,9600,12.18,0,0.21,ElwCZI3i-Zedp,N,3
asIXyb6k-IUgX,m9pN7tsL-Tlsd,pku5UWcT-C9rr,asIXyb6k-IUgX,23,26000,Mortgage,3,m9pN7tsL-Tlsd,Debtconsolidation,B,7800,10.59,0,0.3,pku5UWcT-C9rr,N,4
WQz1xCtg-rQBx,ccLb7jaq-h2TA,Wx5Mn82L-Zz8N,WQz1xCtg-rQBx,23,NULL,Rent,0,ccLb7jaq-h2TA,Medical,A,12000,15.68,0,NULL,Wx5Mn82L-Zz8N,Y,3
s75pWmDa-xzk8,rUuBZnop-TJ2p,gePvbdiY-2COW,s75pWmDa-xzk8,24,56000,Mortgage,2,rUuBZnop-TJ2p,Education,C,5250,12.87,0,0.09,gePvbdiY-2COW,N,2
r7gg0Ukx-SkjG,kWJLMt5l-AoyM,3K230qMt-1qjk,r7gg0Ukx-SkjG,25,60000,Mortgage,6,kWJLMt5l-AoyM,Venture,D,8400,16.89,0,0.14,3K230qMt-1qjk,N,3
SlAQbthu-QeUh,X67pnsaD-cDua,QnzzY9Jz-8QYo,SlAQbthu-QeUh,27,85000,Mortgage,9,X67pnsaD-cDua,Medical,B,24000,11.71,0,0.28,QnzzY9Jz-8QYo,N,10
6gvkMnO6-uuqJ,neElFqPi-j5eC,KvWZcfUs-8W1E,6gvkMnO6-uuqJ,27,55200,Own,4,neElFqPi-j5eC,Education,B,4000,NULL,0,0.07,KvWZcfUs-8W1E,N,10
mbqsZswZ-tAlH,DiF4TOvO-pJ6m,gK4X6Np8-Y9xI,mbqsZswZ-tAlH,37,117000,Mortgage,3,DiF4TOvO-pJ6m,Personal,A,10000,8.94,0,0.09,gK4X6Np8-Y9xI,N,11
NtTgThjI-cGag,UKiWbOIQ-8sLd,S3j7psOE-M0u5,NtTgThjI-cGag,35,24000,Mortgage,14,UKiWbOIQ-8sLd,Debtconsolidation,A,4000,7.49,0,0.17,S3j7psOE-M0u5,N,7
Qo9bG7qs-rBqG,0pI7tgKH-quBa,joLj1p0w-YsIR,Qo9bG7qs-rBqG,26,45000,Rent,6,0pI7tgKH-quBa,Medical,A,3575,NULL,0,0.08,joLj1p0w-YsIR,N,2
2RDFhRYK-Pfmh,oiPZG06v-npYx,fM4wDFZL-fZFM,2RDFhRYK-Pfmh,25,55000,Rent,2,oiPZG06v-npYx,,,7200,9.88,0,0.18,fM4wDFZL-fZFM,N,4
mg8HIN8r-R0OO,kRmDjkfL-Himn,UXvv4RWb-DuGk,mg8HIN8r-R0OO,22,NULL,Own,2,kRmDjkfL-Himn,Medical,C,9950,7.88,0,0.12,UXvv4RWb-DuGk,,7
uZlF4dqv-hY7d,eipmYDTU-Folk,XlTG9BxQ-sRYG,uZlF4dqv-hY7d,25,29000,Rent,5,eipmYDTU-Folk,Venture,A,10000,7.49,1,0.34,XlTG9BxQ-sRYG,N,2
byqNuvCR-wCl2,Lr5SHeZM-aUub,DGGIKUXv-IK29,byqNuvCR-wCl2,33,24000,Rent,NULL,Lr5SHeZM-aUub,Debtconsolidation,D,1000,14.91,1,0.04,DGGIKUXv-IK29,Y,10
5GmnRe3w-SNAp,PuRDPMj1-KOW5,XOaS0oXN-GpsA,5GmnRe3w-SNAp,23,50004,Mortgage,7,PuRDPMj1-KOW5,Personal,A,6000,NULL,0,0.12,XOaS0oXN-GpsA,N,3
tsIjFW3T-MUyb,l3ysMnrx-uPM8,fArusKjy-hLc7,tsIjFW3T-MUyb,38,55000,Rent,0,l3ysMnrx-uPM8,Education,C,6500,11.03,0,0.12,fArusKjy-hLc7,Y,12
2XySxSMJ-NTtP,Li76HStX-R5X4,tk0uklLa-6CWl,2XySxSMJ-NTtP,28,36000,Rent,1,Li76HStX-R5X4,Medical,C,4800,12.61,0,0.13,tk0uklLa-6CWl,N,9
8gvQ3q3f-dBTg,KxP0wsW2-XTUl,ZHy68Zx2-8w5a,8gvQ3q3f-dBTg,21,28000,Rent,0,KxP0wsW2-XTUl,Debtconsolidation,A,8000,7.51,0,0.29,ZHy68Zx2-8w5a,N,4
qlAkDktn-BX8O,jj2ZzYmz-Gdq0,sy4FTN1i-OEaw,qlAkDktn-BX8O,23,74000,Own,7,jj2ZzYmz-Gdq0,Personal,D,15000,15.99,0,0.2,sy4FTN1i-OEaw,Y,4
6hopmeuD-w3Ke,HhFnhAe2-XIcw,nOHQ895X-clrs,6hopmeuD-w3Ke,29,120000,Own,10,HhFnhAe2-XIcw,Personal,B,18000,11.49,0,0.15,nOHQ895X-clrs,N,10
cTDz17U9-opsU,I2apZ8Lj-bzS9,nXUKnwZO-T6qG,cTDz17U9-opsU,38,48000,Mortgage,23,I2apZ8Lj-bzS9,Medical,D,9000,15.21,1,0.19,nXUKnwZO-T6qG,Y,15
Xh97SmmR-T8tM,DXyOidv7-gdbk,eHQDoQMi-dat8,Xh97SmmR-T8tM,24,54500,Mortgage,7,DXyOidv7-gdbk,Medical,D,8000,17.49,1,0.15,eHQDoQMi-dat8,N,4
HfSoxpR2-BpGS,upPqHIaA-c8sB,EFghUSJv-nj0e,HfSoxpR2-BpGS,22,51000,Rent,6,upPqHIaA-c8sB,Education,A,7500,5.99,0,0.15,EFghUSJv-nj0e,N,3
AJuddx2B-Dcu9,D1szndL5-524v,pcIzPWkn-9TG1,AJuddx2B-Dcu9,34,120000,Rent,0,D1szndL5-524v,Debtconsolidation,A,2200,7.51,0,0.02,pcIzPWkn-9TG1,N,5
Ke9GAsjD-4ICN,OXFo4pfx-G9Rd,p25AZZxp-C9Dd,Ke9GAsjD-4ICN,33,59000,Rent,17,OXFo4pfx-G9Rd,Medical,B,9600,9.91,0,0.16,p25AZZxp-C9Dd,N,8
5fi1GWSO-oQcb,TmOA2QC6-xk2y,171BCjoL-pNcN,5fi1GWSO-oQcb,144,200000,Mortgage,4,TmOA2QC6-xk2y,Education,B,6000,11.86,0,0.03,171BCjoL-pNcN,N,2
zjfoYKKD-w0MI,bkkFivp2-MCQn,qKflXH8K-hwKH,zjfoYKKD-w0MI,24,88000,Mortgage,2,bkkFivp2-MCQn,Personal,A,8000,5.99,0,0.09,qKflXH8K-hwKH,N,4
mx4gENm0-pcWB,IyBE3EtQ-wJhC,1U21z2cG-rz3O,mx4gENm0-pcWB,23,52360,Mortgage,NULL,IyBE3EtQ-wJhC,Venture,D,15000,16.49,0,0.29,1U21z2cG-rz3O,Y,2
8Knp74FQ-GUL7,8ezuhXRl-5wg6,tboFgU4p-pjAP,8Knp74FQ-GUL7,NULL,41160,Rent,2,8ezuhXRl-5wg6,Debtconsolidation,A,NULL,12.99,0,0.29,tboFgU4p-pjAP,N,3
Xw48G3Ub-zfyl,9qAgSRYz-9TEO,rxjKKPyc-ERNu,Xw48G3Ub-zfyl,27,37000,Rent,NULL,9qAgSRYz-9TEO,Medical,B,9000,11.11,0,0.24,rxjKKPyc-ERNu,N,5
cesBt1ue-1gFP,GoixrHQv-KY16,Jy0XpP40-MxpS,cesBt1ue-1gFP,26,85000,Rent,3,GoixrHQv-KY16,Homeimprovement,C,21000,13.92,0,0.25,Jy0XpP40-MxpS,N,3
qvOkUEew-AHlI,jGosfFS7-dLtg,lji8xcaf-DhkD,qvOkUEew-AHlI,23,60000,Rent,1,jGosfFS7-dLtg,Education,C,11000,14.22,0,0.18,lji8xcaf-DhkD,N,4
ODhQ9Pwr-oJRz,KaIMxzyc-Ol0f,aTmQjDs3-s8ll,ODhQ9Pwr-oJRz,22,92496,Mortgage,2,KaIMxzyc-Ol0f,Education,A,10200,NULL,0,0.11,aTmQjDs3-s8ll,N,4
7eFbeFRL-YLCP,mKs838Fr-n16e,s2GGoacb-scOr,7eFbeFRL-YLCP,24,42000,Mortgage,9,mKs838Fr-n16e,Personal,A,11000,5.42,0,0.26,s2GGoacb-scOr,N,4
86tCUMnL-Ndgy,kmwu1ppM-Wvs1,NTuylvgP-OsWx,86tCUMnL-Ndgy,36,24000,Own,5,kmwu1ppM-Wvs1,Venture,C,4000,14.72,0,0.17,NTuylvgP-OsWx,Y,15
frMpguAW-39fy,hFQNlWdT-dRe3,GODe0QNN-ZKkk,frMpguAW-39fy,27,120000,Mortgage,2,hFQNlWdT-dRe3,Venture,B,16000,12.21,0,0.13,GODe0QNN-ZKkk,N,5
HHAk1O2c-CfSD,gowRJZDi-o4Mk,OqGcisXj-7GB0,HHAk1O2c-CfSD,31,42000,Rent,2,gowRJZDi-o4Mk,Medical,A,7000,7.9,0,0.17,OqGcisXj-7GB0,N,7
EYl5jXSG-IZnt,Qjc1pwEu-Ybxq,1XiZyvzD-uyjt,EYl5jXSG-IZnt,38,22000,Rent,2,Qjc1pwEu-Ybxq,Venture,C,4000,12.68,0,0.18,1XiZyvzD-uyjt,Y,12
sRk1dam7-RAKE,0a7LiYSY-2FyX,cK09cAdY-k7nh,sRk1dam7-RAKE,24,85000,Rent,1,0a7LiYSY-2FyX,Venture,B,16000,11.99,0,0.19,cK09cAdY-k7nh,N,3
LsyN5b4Z-XzFG,LjMbzTjl-U0LR,rcO7KQXw-7h6n,LsyN5b4Z-XzFG,21,19968,Rent,4,LjMbzTjl-U0LR,Medical,C,5000,NULL,1,0.25,rcO7KQXw-7h6n,N,3
erNEFXxa-bNvp,DyiRLzN6-0CU1,r9hbS2qL-FXYs,erNEFXxa-bNvp,23,28000,Own,6,DyiRLzN6-0CU1,Venture,B,7000,9.99,0,0.25,r9hbS2qL-FXYs,N,4
1NIBid6l-6J8r,w1l7KE1W-0scY,xtJmMboi-jjXu,1NIBid6l-6J8r,23,50000,Rent,6,w1l7KE1W-0scY,Education,C,3000,NULL,0,0.06,xtJmMboi-jjXu,Y,2
YmB2Rnsc-oQ5h,gG4lcPsb-RM3D,xya09eZJ-67vU,YmB2Rnsc-oQ5h,31,48000,Rent,11,gG4lcPsb-RM3D,Medical,B,2000,10.65,0,0.04,xya09eZJ-67vU,N,6
fS3wBoN1-CERS,xytY8drt-jWuD,xntvz1ur-TDlv,fS3wBoN1-CERS,22,36996,Rent,5,xytY8drt-jWuD,Education,A,10000,7.51,0,0.27,xntvz1ur-TDlv,N,4
PKouDELv-z8WR,Wbwwd2dg-vjuA,WaEUMq8v-9dzw,PKouDELv-z8WR,24,90000,Rent,8,Wbwwd2dg-vjuA,Homeimprovement,B,10000,NULL,0,0.11,WaEUMq8v-9dzw,N,2
yWPx5hNL-ckyq,Qs0Em1Bi-1r9J,8MW0KJwU-pnhT,yWPx5hNL-ckyq,24,91800,Mortgage,0,Qs0Em1Bi-1r9J,Medical,C,16000,14.22,1,0.15,8MW0KJwU-pnhT,N,4
LoBc4fI8-geLM,NKxnlqf2-NRRr,6aCH8KFH-STI3,LoBc4fI8-geLM,26,45000,Rent,3,NKxnlqf2-NRRr,Medical,A,6000,7.49,0,0.13,6aCH8KFH-STI3,N,2
2SMkEiY1-lfZF,WbDt3jjL-cIfH,4kHx55U2-2mES,2SMkEiY1-lfZF,NULL,45000,,3,WbDt3jjL-cIfH,Education,B,16000,11.71,1,0.38,4kHx55U2-2mES,N,3
wrOGGFfq-ThKb,Fs7CGKHm-90Gp,CTqlUWEk-ojGw,wrOGGFfq-ThKb,22,62000,Mortgage,6,Fs7CGKHm-90Gp,Education,A,17000,6.91,0,0.27,CTqlUWEk-ojGw,N,3
2kmJOaxc-P7qp,Bb97KFAT-k0Fu,Jf59I55L-oW9H,2kmJOaxc-P7qp,24,105804,Mortgage,NULL,Bb97KFAT-k0Fu,Personal,,15000,10.25,1,0.41,Jf59I55L-oW9H,N,4
O5mzA8KN-wtKC,LMaq9jH1-vlN0,ynZydWAO-txtl,O5mzA8KN-wtKC,35,273700,Mortgage,8,LMaq9jH1-vlN0,Medical,D,25000,14.59,1,0.08,ynZydWAO-txtl,N,6
8b5caH2B-xpiM,FmGcdv7M-ZIg8,pYQuQ7Cz-IAJh,8b5caH2B-xpiM,46,80000,Mortgage,8,FmGcdv7M-ZIg8,Venture,B,5000,11.86,0,0.06,pYQuQ7Cz-IAJh,N,15
bWBG5sxh-O8H3,gEPFdDtv-n6z8,914X1W2D-PEHF,bWBG5sxh-O8H3,21,45000,Mortgage,4,gEPFdDtv-n6z8,Education,A,5000,7.14,0,0.11,914X1W2D-PEHF,N,4
9oXdgps0-JS4I,lHJyf1H8-48iq,dl06GuPo-mc2q,9oXdgps0-JS4I,25,26000,Rent,4,lHJyf1H8-48iq,Medical,C,8000,12.87,1,0.31,dl06GuPo-mc2q,Y,3
tCTRKxxm-wDbJ,wyi4DyTS-b9ih,UP0oMBGf-XBPy,tCTRKxxm-wDbJ,44,95000,Mortgage,1,wyi4DyTS-b9ih,Personal,B,21200,9.91,0,0.22,UP0oMBGf-XBPy,N,14
wKkI2DIn-tH7X,qecKkI0Q-2aPG,TPTqh2Wy-fmbY,wKkI2DIn-tH7X,31,110000,Mortgage,4,qecKkI0Q-2aPG,Debtconsolidation,B,6000,11.99,0,0.05,TPTqh2Wy-fmbY,N,7
IorcgtE5-QekT,O4Clqqu0-ZJ44,fRxIdKZk-pHL2,IorcgtE5-QekT,33,38400,Rent,6,O4Clqqu0-ZJ44,Medical,B,10500,11.99,0,0.27,fRxIdKZk-pHL2,N,8
B2nfKCYa-720R,BdJUZKEU-OlYd,DRuOY2aw-3mGD,B2nfKCYa-720R,23,73164,Mortgage,7,BdJUZKEU-OlYd,Venture,B,1000,10.36,0,0.01,DRuOY2aw-3mGD,N,2
RYlPdw48-DoMH,d1nUjKtc-NcAk,hGFCoX4c-12rq,RYlPdw48-DoMH,26,95000,Mortgage,1,d1nUjKtc-NcAk,Personal,B,24000,10.99,0,0.25,hGFCoX4c-12rq,N,3
cFzLou13-ir4E,jmmOa1kn-UuzN,rBpycq3y-N0Zk,cFzLou13-ir4E,23,20000,Rent,6,jmmOa1kn-UuzN,Personal,C,4000,12.23,0,0.2,rBpycq3y-N0Zk,Y,2
sOAWbmA0-ByvB,YMYqOBHj-xNjr,9ddfna7A-7IQk,sOAWbmA0-ByvB,42,38400,Rent,4,YMYqOBHj-xNjr,Medical,B,13000,NULL,1,0.34,9ddfna7A-7IQk,N,11
ew9682gL-SbA1,J9J89Z6S-YqMr,eT8vjp6F-ZPit,ew9682gL-SbA1,32,60000,Mortgage,11,J9J89Z6S-YqMr,Personal,C,7500,11.03,0,0.13,eT8vjp6F-ZPit,Y,10
bID0K67N-vQW8,yr2df52L-C7Eq,e7ynJKU7-HMr1,bID0K67N-vQW8,25,28800,Rent,5,yr2df52L-C7Eq,Personal,A,5575,6.62,0,0.19,e7ynJKU7-HMr1,N,4
